rank,city,,price,Id,PageUrl
75,呼和浩特,Hohhot,"6,403",75,http://www.cityhouse.cn/default/forsalerank.html
56,常州,Changzhou,"7,317",56,http://www.cityhouse.cn/default/forsalerank.html
66,泰州,Taizhou,"6,799",66,http://www.cityhouse.cn/default/forsalerank.html
76,南平,Nanping,"6,396",76,http://www.cityhouse.cn/default/forsalerank.html
57,文昌,Wenchang,"7,251",57,http://www.cityhouse.cn/default/forsalerank.html
67,大理,Dali,"6,786",67,http://www.cityhouse.cn/default/forsalerank.html
77,凉山,Liangshan,"6,391",77,http://www.cityhouse.cn/default/forsalerank.html
58,南宁,Nanning,"7,175",58,http://www.cityhouse.cn/default/forsalerank.html
68,沧州,Cangzhou,"6,745",68,http://www.cityhouse.cn/default/forsalerank.html
78,徐州,Xuzhou,"6,361",78,http://www.cityhouse.cn/default/forsalerank.html
59,汕头,Shantou,"7,167",59,http://www.cityhouse.cn/default/forsalerank.html
69,柳州,Liuzhou,"6,734",69,http://www.cityhouse.cn/default/forsalerank.html
79,连云港,Lianyungang,"6,353",79,http://www.cityhouse.cn/default/forsalerank.html
60,沈阳,Shenyang,"7,165",60,http://www.cityhouse.cn/default/forsalerank.html
70,长沙,Changsha,"6,676",70,http://www.cityhouse.cn/default/forsalerank.html
80,泰安,Tai'an,"6,349",80,http://www.cityhouse.cn/default/forsalerank.html
81,山南,Shannan,"6,259",81,http://www.cityhouse.cn/default/forsalerank.html
82,贵阳,Guiyang,"6,234",82,http://www.cityhouse.cn/default/forsalerank.html
91,宜昌,Yichang,"5,994",91,http://www.cityhouse.cn/default/forsalerank.html
83,盐城,Yancheng,"6,175",83,http://www.cityhouse.cn/default/forsalerank.html
92,唐山,Tangshan,"5,987",92,http://www.cityhouse.cn/default/forsalerank.html
84,秦皇岛,Qinhuangdao,"6,161",84,http://www.cityhouse.cn/default/forsalerank.html
93,晋城,Jincheng,"5,972",93,http://www.cityhouse.cn/default/forsalerank.html
85,邯郸,Handan,"6,133",85,http://www.cityhouse.cn/default/forsalerank.html
94,湛江,Zhanjiang,"5,910",94,http://www.cityhouse.cn/default/forsalerank.html
86,日照,sunshine,"6,066",86,http://www.cityhouse.cn/default/forsalerank.html
95,东营,Dongying,"5,909",95,http://www.cityhouse.cn/default/forsalerank.html
87,张家口,Zhangjiakou,"6,062",87,http://www.cityhouse.cn/default/forsalerank.html
96,东方,East,"5,883",96,http://www.cityhouse.cn/default/forsalerank.html
88,承德,Chengde,"6,036",88,http://www.cityhouse.cn/default/forsalerank.html
97,甘孜,Garze,"5,882",97,http://www.cityhouse.cn/default/forsalerank.html
89,琼海,Qionghai,"6,030",89,http://www.cityhouse.cn/default/forsalerank.html
98,茂名,Maoming,"5,850",98,http://www.cityhouse.cn/default/forsalerank.html
90,阜阳,Fuyang,"6,028",90,http://www.cityhouse.cn/default/forsalerank.html
99,西宁,Xining,"5,838",99,http://www.cityhouse.cn/default/forsalerank.html
100,淄博,Zibo,"5,827",100,http://www.cityhouse.cn/default/forsalerank.html
101,襄阳,Xiangyang,"5,816",101,http://www.cityhouse.cn/default/forsalerank.html
111,昌江,Changjiang,"5,539",111,http://www.cityhouse.cn/default/forsalerank.html
121,石河子,Shihezi,"5,289",121,http://www.cityhouse.cn/default/forsalerank.html
102,赤峰,Chifeng,"5,774",102,http://www.cityhouse.cn/default/forsalerank.html
112,铜陵,Tongling,"5,536",112,http://www.cityhouse.cn/default/forsalerank.html
122,肇庆,Zhaoqing,"5,268",122,http://www.cityhouse.cn/default/forsalerank.html
103,赣州,Ganzhou,"5,773",103,http://www.cityhouse.cn/default/forsalerank.html
113,五指山,Fingers,"5,435",113,http://www.cityhouse.cn/default/forsalerank.html
123,安庆,Anqing,"5,242",123,http://www.cityhouse.cn/default/forsalerank.html
104,芜湖,Wuhu,"5,749",104,http://www.cityhouse.cn/default/forsalerank.html
114,长治,Changzhi,"5,434",114,http://www.cityhouse.cn/default/forsalerank.html
124,榆林,Yulin,"5,233",124,http://www.cityhouse.cn/default/forsalerank.html
105,澄迈,Chengmai,"5,713",105,http://www.cityhouse.cn/default/forsalerank.html
115,宣城,Xuancheng,"5,372",115,http://www.cityhouse.cn/default/forsalerank.html
125,宜宾,Yibin,"5,173",125,http://www.cityhouse.cn/default/forsalerank.html
106,桂林,Guilin,"5,701",106,http://www.cityhouse.cn/default/forsalerank.html
116,保山,Baoshan,"5,364",116,http://www.cityhouse.cn/default/forsalerank.html
126,六安,Lu'an,"5,171",126,http://www.cityhouse.cn/default/forsalerank.html
107,淮安,Huaian,"5,694",107,http://www.cityhouse.cn/default/forsalerank.html
117,聊城,Liaocheng,"5,335",117,http://www.cityhouse.cn/default/forsalerank.html
127,丹东,Dandong,"5,170",127,http://www.cityhouse.cn/default/forsalerank.html
108,玉溪,Yuxi,"5,670",108,http://www.cityhouse.cn/default/forsalerank.html
118,蚌埠,Bengbu,"5,320",118,http://www.cityhouse.cn/default/forsalerank.html
128,定安,Ting,"5,130",128,http://www.cityhouse.cn/default/forsalerank.html
109,济宁,Jining,"5,638",109,http://www.cityhouse.cn/default/forsalerank.html
119,邢台,Xingtai,"5,313",119,http://www.cityhouse.cn/default/forsalerank.html
129,洛阳,Luoyang,"5,124",129,http://www.cityhouse.cn/default/forsalerank.html
110,包头,Baotou,"5,582",110,http://www.cityhouse.cn/default/forsalerank.html
120,威海,Weihai,"5,300",120,http://www.cityhouse.cn/default/forsalerank.html
130,大庆,Daqing,"5,119",130,http://www.cityhouse.cn/default/forsalerank.html
131,濮阳,Puyang,"5,105",131,http://www.cityhouse.cn/default/forsalerank.html
141,德州,Texas,"4,993",141,http://www.cityhouse.cn/default/forsalerank.html
132,黄山,Huangshan,"5,103",132,http://www.cityhouse.cn/default/forsalerank.html
142,丽江,Lijiang,"4,983",142,http://www.cityhouse.cn/default/forsalerank.html
133,泸州,Luzhou,"5,082",133,http://www.cityhouse.cn/default/forsalerank.html
143,齐齐哈尔,Qiqihar,"4,934",143,http://www.cityhouse.cn/default/forsalerank.html
134,林芝,Nyingchi,"5,080",134,http://www.cityhouse.cn/default/forsalerank.html
144,雅安,Ya'an,"4,926",144,http://www.cityhouse.cn/default/forsalerank.html
135,庆阳,Qingyang,"5,058",135,http://www.cityhouse.cn/default/forsalerank.html
145,遂宁,Suining,"4,885",145,http://www.cityhouse.cn/default/forsalerank.html
136,银川,Yinchuan,"5,053",136,http://www.cityhouse.cn/default/forsalerank.html
146,上饶,Shangrao,"4,884",146,http://www.cityhouse.cn/default/forsalerank.html
137,九江,Jiujiang,"5,046",137,http://www.cityhouse.cn/default/forsalerank.html
147,吉林,Jilin,"4,882",147,http://www.cityhouse.cn/default/forsalerank.html
138,淮北,Huaibei,"5,019",138,http://www.cityhouse.cn/default/forsalerank.html
148,临高,Lingao,"4,879",148,http://www.cityhouse.cn/default/forsalerank.html
139,揭阳,Jieyang,"5,016",139,http://www.cityhouse.cn/default/forsalerank.html
149,达州,Florida,"4,871",149,http://www.cityhouse.cn/default/forsalerank.html
140,池州,Chizhou,"5,011",140,http://www.cityhouse.cn/default/forsalerank.html
150,滨州,Binzhou,"4,870",150,http://www.cityhouse.cn/default/forsalerank.html
151,晋中,Jinzhong,"4,867",151,http://www.cityhouse.cn/default/forsalerank.html
161,衡水,Hengshui,"4,824",161,http://www.cityhouse.cn/default/forsalerank.html
171,潍坊,Weifang,"4,669",171,http://www.cityhouse.cn/default/forsalerank.html
152,江门,Jiangmen,"4,864",152,http://www.cityhouse.cn/default/forsalerank.html
162,吉安,Ji'an,"4,754",162,http://www.cityhouse.cn/default/forsalerank.html
172,葫芦岛,Huludao,"4,665",172,http://www.cityhouse.cn/default/forsalerank.html
153,锦州,Jinzhou,"4,853",153,http://www.cityhouse.cn/default/forsalerank.html
163,莱芜,Laiwu,"4,747",163,http://www.cityhouse.cn/default/forsalerank.html
173,马鞍山,Ma'anshan,"4,654",173,http://www.cityhouse.cn/default/forsalerank.html
154,开封,Kaifeng,"4,845",154,http://www.cityhouse.cn/default/forsalerank.html
164,宿迁,Suqian,"4,746",164,http://www.cityhouse.cn/default/forsalerank.html
174,武威,Wuwei,"4,620",174,http://www.cityhouse.cn/default/forsalerank.html
155,南充,Nanchong,"4,841",155,http://www.cityhouse.cn/default/forsalerank.html
165,广安,Guang'an,"4,729",165,http://www.cityhouse.cn/default/forsalerank.html
175,菏泽,Heze,"4,608",175,http://www.cityhouse.cn/default/forsalerank.html
156,绵阳,Mianyang,"4,840",156,http://www.cityhouse.cn/default/forsalerank.html
166,黄石,Yellowstone,"4,727",166,http://www.cityhouse.cn/default/forsalerank.html
176,滁州,Chuzhou,"4,606",176,http://www.cityhouse.cn/default/forsalerank.html
157,宿州,Suzhou,"4,837",157,http://www.cityhouse.cn/default/forsalerank.html
167,梅州,Meizhou,"4,718",167,http://www.cityhouse.cn/default/forsalerank.html
177,河源,Heyuan,"4,582",177,http://www.cityhouse.cn/default/forsalerank.html
158,十堰,Shiyan,"4,837",158,http://www.cityhouse.cn/default/forsalerank.html
168,潮州,Chaozhou,"4,704",168,http://www.cityhouse.cn/default/forsalerank.html
178,常德,Changde,"4,573",178,http://www.cityhouse.cn/default/forsalerank.html
159,抚州,Fuzhou,"4,831",159,http://www.cityhouse.cn/default/forsalerank.html
169,通辽,Tongliao,"4,702",169,http://www.cityhouse.cn/default/forsalerank.html
179,南阳,Nanyang,"4,563",179,http://www.cityhouse.cn/default/forsalerank.html
160,临沂,Linyi,"4,825",160,http://www.cityhouse.cn/default/forsalerank.html
170,酒泉,Jiuquan,"4,688",170,http://www.cityhouse.cn/default/forsalerank.html
180,屯昌,Tunchang,"4,562",180,http://www.cityhouse.cn/default/forsalerank.html
181,岳阳,Yueyang,"4,559",181,http://www.cityhouse.cn/default/forsalerank.html
191,内江,Neijiang,"4,512",191,http://www.cityhouse.cn/default/forsalerank.html
182,遵义,Zunyi,"4,559",182,http://www.cityhouse.cn/default/forsalerank.html
192,清远,Qingyuan,"4,495",192,http://www.cityhouse.cn/default/forsalerank.html
183,儋州,Danzhou,"4,558",183,http://www.cityhouse.cn/default/forsalerank.html
193,自贡,Zigong,"4,481",193,http://www.cityhouse.cn/default/forsalerank.html
184,韶关,Shaoguan,"4,554",184,http://www.cityhouse.cn/default/forsalerank.html
194,宜春,Yichun,"4,474",194,http://www.cityhouse.cn/default/forsalerank.html
185,汕尾,Shanwei,"4,552",185,http://www.cityhouse.cn/default/forsalerank.html
195,鹰潭,Yingtan,"4,473",195,http://www.cityhouse.cn/default/forsalerank.html
186,阿坝,Aba,"4,536",186,http://www.cityhouse.cn/default/forsalerank.html
196,许昌,Xuchang,"4,473",196,http://www.cityhouse.cn/default/forsalerank.html
187,荆州,Jingzhou,"4,533",187,http://www.cityhouse.cn/default/forsalerank.html
197,延安,Yan'an,"4,449",197,http://www.cityhouse.cn/default/forsalerank.html
188,巴彦淖尔,Bayannaoer,"4,532",188,http://www.cityhouse.cn/default/forsalerank.html
198,普洱,Pu'er,"4,446",198,http://www.cityhouse.cn/default/forsalerank.html
189,忻州,Xinzhou,"4,532",189,http://www.cityhouse.cn/default/forsalerank.html
199,临汾,Linfen,"4,446",199,http://www.cityhouse.cn/default/forsalerank.html
190,平顶山,Pingdingshan,"4,521",190,http://www.cityhouse.cn/default/forsalerank.html
200,延边,Yanbian,"4,425",200,http://www.cityhouse.cn/default/forsalerank.html
201,广元,Guangyuan,"4,400",201,http://www.cityhouse.cn/default/forsalerank.html
211,鄂尔多斯,Erdos,"4,301",211,http://www.cityhouse.cn/default/forsalerank.html
221,临沧,Lincang,"4,221",221,http://www.cityhouse.cn/default/forsalerank.html
202,信阳,Xinyang,"4,390",202,http://www.cityhouse.cn/default/forsalerank.html
212,淮南,Huainan,"4,299",212,http://www.cityhouse.cn/default/forsalerank.html
222,楚雄,Chuxiong,"4,208",222,http://www.cityhouse.cn/default/forsalerank.html
203,枣庄,Zaozhuang,"4,385",203,http://www.cityhouse.cn/default/forsalerank.html
213,克拉玛依,Karamay,"4,294",213,http://www.cityhouse.cn/default/forsalerank.html
223,北海,North Sea,"4,207",223,http://www.cityhouse.cn/default/forsalerank.html
204,本溪,Benxi,"4,366",204,http://www.cityhouse.cn/default/forsalerank.html
214,云浮,Yunfu,"4,291",214,http://www.cityhouse.cn/default/forsalerank.html
224,孝感,Xiaogan,"4,193",224,http://www.cityhouse.cn/default/forsalerank.html
205,亳州,Bozhou,"4,365",205,http://www.cityhouse.cn/default/forsalerank.html
215,鹤壁,Hebi,"4,267",215,http://www.cityhouse.cn/default/forsalerank.html
225,驻马店,Zhumadian,"4,181",225,http://www.cityhouse.cn/default/forsalerank.html
206,昌吉,Changji,"4,360",206,http://www.cityhouse.cn/default/forsalerank.html
216,陇南,Longnan,"4,257",216,http://www.cityhouse.cn/default/forsalerank.html
226,伊犁,Ili,"4,173",226,http://www.cityhouse.cn/default/forsalerank.html
207,平凉,Pingliang,"4,358",207,http://www.cityhouse.cn/default/forsalerank.html
217,资阳,Ziyang,"4,251",217,http://www.cityhouse.cn/default/forsalerank.html
227,阳江,Yangjiang,"4,166",227,http://www.cityhouse.cn/default/forsalerank.html
208,贵港,Guigang,"4,347",208,http://www.cityhouse.cn/default/forsalerank.html
218,贺州,Hezhou,"4,241",218,http://www.cityhouse.cn/default/forsalerank.html
228,巴中,Bazhong,"4,156",228,http://www.cityhouse.cn/default/forsalerank.html
209,恩施,Enshi,"4,344",209,http://www.cityhouse.cn/default/forsalerank.html
219,辽阳,Liaoyang,"4,228",219,http://www.cityhouse.cn/default/forsalerank.html
229,定西,Dingxi,"4,129",229,http://www.cityhouse.cn/default/forsalerank.html
210,新乡,Xinxiang,"4,341",210,http://www.cityhouse.cn/default/forsalerank.html
220,株洲,Zhuzhou,"4,225",220,http://www.cityhouse.cn/default/forsalerank.html
230,安康,Good health,"4,104",230,http://www.cityhouse.cn/default/forsalerank.html
231,玉林,Yulin,"4,086",231,http://www.cityhouse.cn/default/forsalerank.html
241,焦作,Jiaozuo,"3,969",241,http://www.cityhouse.cn/default/forsalerank.html
232,鞍山,Anshan,"4,086",232,http://www.cityhouse.cn/default/forsalerank.html
242,中卫,Zhongwei,"3,938",242,http://www.cityhouse.cn/default/forsalerank.html
233,新余,Xinyu,"4,077",233,http://www.cityhouse.cn/default/forsalerank.html
243,德宏,Dehong,"3,936",243,http://www.cityhouse.cn/default/forsalerank.html
234,松原,Matsubara,"4,059",234,http://www.cityhouse.cn/default/forsalerank.html
244,朝阳,Sunny,"3,893",244,http://www.cityhouse.cn/default/forsalerank.html
235,抚顺,Fushun,"4,058",235,http://www.cityhouse.cn/default/forsalerank.html
245,神农架,Shennongjia,"3,885",245,http://www.cityhouse.cn/default/forsalerank.html
236,乌海,Wuhai,"4,057",236,http://www.cityhouse.cn/default/forsalerank.html
246,乐山,Leshan,"3,871",246,http://www.cityhouse.cn/default/forsalerank.html
237,大同,Datong,"4,043",237,http://www.cityhouse.cn/default/forsalerank.html
247,营口,Yingkou,"3,862",247,http://www.cityhouse.cn/default/forsalerank.html
238,牡丹江,Mudanjiang,"4,037",238,http://www.cityhouse.cn/default/forsalerank.html
248,琼中,Qiongzhong,"3,862",248,http://www.cityhouse.cn/default/forsalerank.html
239,咸阳,Xianyang,"4,021",239,http://www.cityhouse.cn/default/forsalerank.html
249,白银,silver,"3,854",249,http://www.cityhouse.cn/default/forsalerank.html
240,西双版纳,Xishuangbanna,"3,981",240,http://www.cityhouse.cn/default/forsalerank.html
250,宝鸡,Baoji,"3,845",250,http://www.cityhouse.cn/default/forsalerank.html
251,攀枝花,Panzhihua,"3,842",251,http://www.cityhouse.cn/default/forsalerank.html
261,张家界,Zhangjiajie,"3,790",261,http://www.cityhouse.cn/default/forsalerank.html
271,商丘,Shangqiu,"3,751",271,http://www.cityhouse.cn/default/forsalerank.html
252,邵阳,Shaoyang,"3,836",252,http://www.cityhouse.cn/default/forsalerank.html
262,曲靖,Qujing,"3,785",262,http://www.cityhouse.cn/default/forsalerank.html
272,红河,Red River,"3,734",272,http://www.cityhouse.cn/default/forsalerank.html
253,四平,Siping,"3,826",253,http://www.cityhouse.cn/default/forsalerank.html
263,景德镇,Jingdezhen,"3,777",263,http://www.cityhouse.cn/default/forsalerank.html
273,白城,Baicheng,"3,727",273,http://www.cityhouse.cn/default/forsalerank.html
254,湘潭,Xiangtan,"3,825",254,http://www.cityhouse.cn/default/forsalerank.html
264,盘锦,Panjin,"3,775",264,http://www.cityhouse.cn/default/forsalerank.html
274,张掖,Zhangye,"3,718",274,http://www.cityhouse.cn/default/forsalerank.html
255,三门峡,Sanmenxia,"3,805",255,http://www.cityhouse.cn/default/forsalerank.html
265,黔南,Qiannan,"3,774",265,http://www.cityhouse.cn/default/forsalerank.html
275,安阳,Anyang,"3,717",275,http://www.cityhouse.cn/default/forsalerank.html
256,漯河,Luohe,"3,802",256,http://www.cityhouse.cn/default/forsalerank.html
266,梧州,Wuzhou,"3,769",266,http://www.cityhouse.cn/default/forsalerank.html
276,萍乡,Pingxiang,"3,713",276,http://www.cityhouse.cn/default/forsalerank.html
257,河池,Hechi,"3,797",257,http://www.cityhouse.cn/default/forsalerank.html
267,郴州,Chenzhou,"3,768",267,http://www.cityhouse.cn/default/forsalerank.html
277,文山,Wenshan,"3,694",277,http://www.cityhouse.cn/default/forsalerank.html
258,白沙,White Sands,"3,795",258,http://www.cityhouse.cn/default/forsalerank.html
268,兴安,Xing'an,"3,765",268,http://www.cityhouse.cn/default/forsalerank.html
278,百色,Baise,"3,693",278,http://www.cityhouse.cn/default/forsalerank.html
259,临夏,Linxia,"3,795",259,http://www.cityhouse.cn/default/forsalerank.html
269,济源,Jiyuan,"3,757",269,http://www.cityhouse.cn/default/forsalerank.html
279,衡阳,Hengyang,"3,692",279,http://www.cityhouse.cn/default/forsalerank.html
260,眉山,Meishan,"3,793",260,http://www.cityhouse.cn/default/forsalerank.html
270,通化,Tonghua,"3,753",270,http://www.cityhouse.cn/default/forsalerank.html
280,德阳,Deyang,"3,685",280,http://www.cityhouse.cn/default/forsalerank.html
281,海东,Haidong,"3,680",281,http://www.cityhouse.cn/default/forsalerank.html
291,甘南,Gannan,"3,570",291,http://www.cityhouse.cn/default/forsalerank.html
282,阜新,Fuxin,"3,676",282,http://www.cityhouse.cn/default/forsalerank.html
292,永州,Yongzhou,"3,565",292,http://www.cityhouse.cn/default/forsalerank.html
283,黔东南,Southeast,"3,671",283,http://www.cityhouse.cn/default/forsalerank.html
293,固原,Guyuan,"3,564",293,http://www.cityhouse.cn/default/forsalerank.html
284,吕梁,Luliang,"3,671",284,http://www.cityhouse.cn/default/forsalerank.html
294,防城港,Fangchenggang,"3,546",294,http://www.cityhouse.cn/default/forsalerank.html
285,怀化,Huaihua,"3,668",285,http://www.cityhouse.cn/default/forsalerank.html
295,昭通,Zhaotong,"3,536",295,http://www.cityhouse.cn/default/forsalerank.html
286,铁岭,Tieling,"3,623",286,http://www.cityhouse.cn/default/forsalerank.html
296,哈密,Hami,"3,531",296,http://www.cityhouse.cn/default/forsalerank.html
287,辽源,Liaoyuan,"3,617",287,http://www.cityhouse.cn/default/forsalerank.html
297,喀什,Kashi,"3,523",297,http://www.cityhouse.cn/default/forsalerank.html
288,阳泉,Yangquan,"3,604",288,http://www.cityhouse.cn/default/forsalerank.html
298,安顺,Anshun,"3,513",298,http://www.cityhouse.cn/default/forsalerank.html
289,随州,Suizhou,"3,588",289,http://www.cityhouse.cn/default/forsalerank.html
299,阿勒泰,Altay,"3,501",299,http://www.cityhouse.cn/default/forsalerank.html
290,运城,Yuncheng,"3,587",290,http://www.cityhouse.cn/default/forsalerank.html
300,佳木斯,Jiamusi,"3,491",300,http://www.cityhouse.cn/default/forsalerank.html
301,钦州,Qinzhou,"3,484",301,http://www.cityhouse.cn/default/forsalerank.html
311,黄冈,Huanggang,"3,371",311,http://www.cityhouse.cn/default/forsalerank.html
321,黑河,Heihe,"3,268",321,http://www.cityhouse.cn/default/forsalerank.html
302,六盘水,Liupanshui,"3,481",302,http://www.cityhouse.cn/default/forsalerank.html
312,毕节,Bijie,"3,371",312,http://www.cityhouse.cn/default/forsalerank.html
322,嘉峪关,Jiayuguan,"3,267",322,http://www.cityhouse.cn/default/forsalerank.html
303,呼伦贝尔,Hulunbeier,"3,469",303,http://www.cityhouse.cn/default/forsalerank.html
313,绥化,Suihua,"3,366",313,http://www.cityhouse.cn/default/forsalerank.html
323,天门,Tianmen,"3,243",323,http://www.cityhouse.cn/default/forsalerank.html
304,鄂州,Ezhou,"3,451",304,http://www.cityhouse.cn/default/forsalerank.html
314,娄底,Loudi,"3,365",314,http://www.cityhouse.cn/default/forsalerank.html
324,白山,Hakusan,"3,202",324,http://www.cityhouse.cn/default/forsalerank.html
305,渭南,Weinan,"3,441",305,http://www.cityhouse.cn/default/forsalerank.html
315,海西,Haixi,"3,357",315,http://www.cityhouse.cn/default/forsalerank.html
325,金昌,Jinchang,"3,185",325,http://www.cityhouse.cn/default/forsalerank.html
306,五家渠,Wujiaqu,"3,422",306,http://www.cityhouse.cn/default/forsalerank.html
316,汉中,Hanzhong,"3,355",316,http://www.cityhouse.cn/default/forsalerank.html
326,鸡西,Jixi,"3,175",326,http://www.cityhouse.cn/default/forsalerank.html
307,乌兰察布,Wulanchabu,"3,413",307,http://www.cityhouse.cn/default/forsalerank.html
317,铜仁,Tongren,"3,344",317,http://www.cityhouse.cn/default/forsalerank.html
327,商洛,Shangluo,"3,126",327,http://www.cityhouse.cn/default/forsalerank.html
308,湘西,Xiangxi,"3,394",308,http://www.cityhouse.cn/default/forsalerank.html
318,朔州,Shuozhou,"3,294",318,http://www.cityhouse.cn/default/forsalerank.html
328,伊春,Yichun,"3,118",328,http://www.cityhouse.cn/default/forsalerank.html
309,吴忠,Wuzhong,"3,386",309,http://www.cityhouse.cn/default/forsalerank.html
319,塔城,Tacheng,"3,290",319,http://www.cityhouse.cn/default/forsalerank.html
329,周口,Zhoukou,"3,113",329,http://www.cityhouse.cn/default/forsalerank.html
310,荆门,Jingmen,"3,374",310,http://www.cityhouse.cn/default/forsalerank.html
320,巴州,Bavaria,"3,281",320,http://www.cityhouse.cn/default/forsalerank.html
330,迪庆,Diqing,"3,108",330,http://www.cityhouse.cn/default/forsalerank.html
331,黄南,Huangnan,"3,102",331,http://www.cityhouse.cn/default/forsalerank.html
